Sales Person,Geography,Product,Date,Amount,Boxes
Brien Boise,Australia,Organic Choco Syrup,1/28/2021,10759,187
Gunar Cockshoot,Canada,85% Dark Bars,1/28/2021,2191,1190
Kaine Padly,UK,Smooth Sliky Salty,1/28/2021,2555,12
Husein Augar,New Zealand,70% Dark Bites,1/28/2021,2394,329
Dotty Strutley,Australia,Eclairs,1/28/2021,2450,150
Kaine Padly,India,Organic Choco Syrup,1/28/2021,9170,223
Oby Sorrel,Australia,After Nines,1/28/2021,2296,171
Barr Faughny,Australia,Mint Chip Choco,1/28/2021,721,479
Curtice Advani,Australia,Peanut Butter Cubes,1/28/2021,10080,48
Dennison Crosswaite,USA,After Nines,1/28/2021,294,398
Andria Kimpton,Australia,White Choc,1/29/2021,1512,107
Gigi Bohling,USA,Eclairs,1/29/2021,6706,126
Dennison Crosswaite,Australia,Fruit & Nut Bars,1/29/2021,6853,61
Husein Augar,UK,Organic Choco Syrup,1/29/2021,630,515
Rafaelita Blaksland,Australia,Organic Choco Syrup,1/29/2021,12999,74
Ches Bonnell,Australia,Baker's Choco Chips,1/29/2021,1330,344
Wilone O'Kielt,USA,Mint Chip Choco,1/29/2021,5383,49
Ches Bonnell,Australia,Peanut Butter Cubes,1/29/2021,735,153
Oby Sorrel,New Zealand,Eclairs,1/29/2021,3598,74
Gunar Cockshoot,UK,50% Dark Bites,1/29/2021,2478,16
Dennison Crosswaite,UK,Peanut Butter Cubes,1/29/2021,3276,5
Karlen McCaffrey,Australia,Mint Chip Choco,1/29/2021,5047,2
Kelci Walkden,Canada,Baker's Choco Chips,1/29/2021,5775,41
Ches Bonnell,USA,Almond Choco,1/29/2021,1232,411
Curtice Advani,New Zealand,Drinking Coco,1/29/2021,5754,4
Beverie Moffet,New Zealand,Baker's Choco Chips,1/29/2021,399,459
Jan Morforth,Canada,99% Dark & Pure,1/29/2021,5775,126
Brien Boise,Australia,Orange Choco,1/29/2021,1547,231
Husein Augar,UK,Manuka Honey Choco,1/29/2021,5383,9
Karlen McCaffrey,UK,Manuka Honey Choco,1/29/2021,1162,182
Barr Faughny,India,Manuka Honey Choco,1/29/2021,3423,434
Gigi Bohling,Canada,Fruit & Nut Bars,1/29/2021,3395,209
Dotty Strutley,New Zealand,50% Dark Bites,1/29/2021,322,72
Beverie Moffet,UK,Eclairs,1/29/2021,5719,199
Gunar Cockshoot,USA,Orange Choco,2/1/2021,12824,5
Husein Augar,New Zealand,After Nines,2/1/2021,2177,14
Kelci Walkden,Canada,White Choc,2/1/2021,1673,577
Kelci Walkden,India,Milk Bars,2/1/2021,1260,238
Curtice Advani,USA,Almond Choco,2/1/2021,1596,74
Andria Kimpton,New Zealand,50% Dark Bites,2/1/2021,4949,122
Beverie Moffet,Canada,Caramel Stuffed Bars,2/1/2021,5950,218
Kaine Padly,New Zealand,Orange Choco,2/1/2021,1876,339
Gigi Bohling,Australia,85% Dark Bars,2/1/2021,1708,220
Beverie Moffet,Canada,Choco Coated Almonds,2/1/2021,5628,434
Wilone O'Kielt,Canada,Peanut Butter Cubes,2/1/2021,7133,441
Gunar Cockshoot,UK,Milk Bars,2/1/2021,854,18
Marney O'Breen,India,Raspberry Choco,2/1/2021,4837,77
Brien Boise,India,Spicy Special Slims,2/1/2021,3241,448
Wilone O'Kielt,Australia,Organic Choco Syrup,2/1/2021,14,129
Marney O'Breen,USA,Fruit & Nut Bars,2/1/2021,2982,770
Dotty Strutley,Canada,Choco Coated Almonds,2/1/2021,1120,262
Dotty Strutley,USA,Caramel Stuffed Bars,2/1/2021,1575,700
Ches Bonnell,New Zealand,White Choc,2/1/2021,182,23
Dotty Strutley,Canada,Raspberry Choco,2/1/2021,1113,35
Marney O'Breen,India,Peanut Butter Cubes,2/1/2021,4613,170
Wilone O'Kielt,UK,Caramel Stuffed Bars,2/1/2021,882,209
Rafaelita Blaksland,UK,Organic Choco Syrup,2/1/2021,693,9
Beverie Moffet,New Zealand,After Nines,2/1/2021,3556,24
Rafaelita Blaksland,USA,Organic Choco Syrup,2/1/2021,49,245
Dotty Strutley,India,Almond Choco,2/1/2021,8288,185
Kelci Walkden,UK,Baker's Choco Chips,2/1/2021,1197,379
Gigi Bohling,Canada,Choco Coated Almonds,2/1/2021,8218,250
Dotty Strutley,Australia,Spicy Special Slims,2/1/2021,3689,128
Van Tuxwell,New Zealand,Fruit & Nut Bars,2/1/2021,5089,283
Dennison Crosswaite,USA,Almond Choco,2/1/2021,3507,130
Camilla Castle,Australia,Raspberry Choco,2/1/2021,11102,654
Karlen McCaffrey,India,Caramel Stuffed Bars,2/1/2021,7518,327
Dotty Strutley,UK,Baker's Choco Chips,2/1/2021,4907,189
Barr Faughny,New Zealand,Baker's Choco Chips,2/1/2021,6076,217
Ches Bonnell,USA,Peanut Butter Cubes,2/1/2021,2737,548
Curtice Advani,India,85% Dark Bars,2/1/2021,8386,494
Brien Boise,New Zealand,50% Dark Bites,2/1/2021,8715,301
Andria Kimpton,Canada,After Nines,2/1/2021,3255,172
Gunar Cockshoot,UK,Peanut Butter Cubes,2/1/2021,1792,150
Brien Boise,India,Spicy Special Slims,2/1/2021,8904,308
Curtice Advani,Canada,Fruit & Nut Bars,2/2/2021,5992,306
Madelene Upcott,USA,After Nines,2/2/2021,903,238
Rafaelita Blaksland,Australia,Drinking Coco,2/2/2021,3941,663
Marney O'Breen,New Zealand,Organic Choco Syrup,2/2/2021,3024,175
Beverie Moffet,Canada,Raspberry Choco,2/2/2021,91,595
Andria Kimpton,India,Milk Bars,2/2/2021,1085,458
Husein Augar,Australia,Mint Chip Choco,2/2/2021,2905,25
Curtice Advani,USA,Spicy Special Slims,2/2/2021,5586,303
Dennison Crosswaite,USA,Mint Chip Choco,2/2/2021,5306,390
Ches Bonnell,UK,Raspberry Choco,2/2/2021,2877,249
Wilone O'Kielt,USA,99% Dark & Pure,2/2/2021,490,99
Rafaelita Blaksland,New Zealand,85% Dark Bars,2/2/2021,2212,11
Gigi Bohling,UK,Eclairs,2/2/2021,3885,102
Dennison Crosswaite,Australia,99% Dark & Pure,2/2/2021,5992,263
Rafaelita Blaksland,New Zealand,Orange Choco,2/2/2021,140,150
Beverie Moffet,UK,Choco Coated Almonds,2/2/2021,3913,12
Madelene Upcott,UK,Manuka Honey Choco,2/2/2021,2373,426
Rafaelita Blaksland,Canada,Drinking Coco,2/2/2021,5054,124
Madelene Upcott,India,Baker's Choco Chips,2/2/2021,1652,49
Wilone O'Kielt,UK,Milk Bars,2/2/2021,2947,42
Marney O'Breen,India,Almond Choco,2/2/2021,5040,158
Mallorie Waber,USA,Peanut Butter Cubes,2/2/2021,7021,541
Gigi Bohling,UK,Drinking Coco,2/2/2021,8967,374
Jehu Rudeforth,New Zealand,After Nines,2/2/2021,4620,210
Karlen McCaffrey,UK,Orange Choco,2/2/2021,15645,1330
Camilla Castle,New Zealand,After Nines,2/2/2021,5873,267
Andria Kimpton,India,85% Dark Bars,2/2/2021,6195,564
Gunar Cockshoot,UK,Caramel Stuffed Bars,2/2/2021,1274,51
Rafaelita Blaksland,USA,White Choc,2/2/2021,17976,1820
Ches Bonnell,Australia,Orange Choco,2/2/2021,616,39
Van Tuxwell,India,Drinking Coco,2/2/2021,1729,62
Wilone O'Kielt,UK,Choco Coated Almonds,2/3/2021,2128,235
Kaine Padly,USA,Spicy Special Slims,2/3/2021,2716,97
Oby Sorrel,India,Fruit & Nut Bars,2/3/2021,392,64
Barr Faughny,India,70% Dark Bites,2/3/2021,1148,318
Rafaelita Blaksland,Canada,85% Dark Bars,2/3/2021,9632,770
Jan Morforth,UK,Peanut Butter Cubes,2/3/2021,3983,290
Brien Boise,Australia,After Nines,2/3/2021,476,458
Curtice Advani,India,Eclairs,2/3/2021,6783,246
Kaine Padly,Canada,Baker's Choco Chips,2/3/2021,9233,119
Barr Faughny,UK,85% Dark Bars,2/3/2021,12222,180
Barr Faughny,New Zealand,Mint Chip Choco,2/3/2021,5397,70
Wilone O'Kielt,UK,Peanut Butter Cubes,2/3/2021,4830,284
Barr Faughny,India,Choco Coated Almonds,2/3/2021,5845,358
Karlen McCaffrey,Canada,Baker's Choco Chips,2/3/2021,1113,23
Kaine Padly,USA,Caramel Stuffed Bars,2/3/2021,672,671
Jan Morforth,USA,85% Dark Bars,2/3/2021,6986,499
Oby Sorrel,India,Manuka Honey Choco,2/3/2021,20167,1120
Gunar Cockshoot,India,Peanut Butter Cubes,2/3/2021,3976,663
Wilone O'Kielt,Canada,Caramel Stuffed Bars,2/3/2021,4984,217
Beverie Moffet,India,Fruit & Nut Bars,2/3/2021,7259,427
Karlen McCaffrey,UK,Manuka Honey Choco,2/3/2021,7238,381
Wilone O'Kielt,India,Spicy Special Slims,2/3/2021,4004,161
Van Tuxwell,USA,Eclairs,2/3/2021,1372,48
Roddy Speechley,New Zealand,Choco Coated Almonds,2/3/2021,2226,83
Roddy Speechley,Australia,85% Dark Bars,2/3/2021,182,23
Gigi Bohling,Australia,Spicy Special Slims,2/4/2021,1442,454
Gigi Bohling,New Zealand,After Nines,2/4/2021,8050,170
Beverie Moffet,UK,Fruit & Nut Bars,2/4/2021,6419,198
Kaine Padly,New Zealand,Almond Choco,2/4/2021,5516,20
Wilone O'Kielt,UK,Almond Choco,2/4/2021,6685,840
Brien Boise,Canada,Orange Choco,2/4/2021,1120,152
Andria Kimpton,Australia,After Nines,2/4/2021,5936,268
Dennison Crosswaite,Australia,Spicy Special Slims,2/4/2021,5789,305
Dotty Strutley,Canada,99% Dark & Pure,2/4/2021,4130,63
Oby Sorrel,Canada,Smooth Sliky Salty,2/4/2021,343,165
Gigi Bohling,UK,After Nines,2/4/2021,6230,46
Brien Boise,UK,Manuka Honey Choco,2/4/2021,231,230
Gunar Cockshoot,India,Fruit & Nut Bars,2/4/2021,7518,97
Karlen McCaffrey,New Zealand,Smooth Sliky Salty,2/4/2021,7091,337
Gigi Bohling,Canada,Manuka Honey Choco,2/4/2021,1267,318
Ches Bonnell,New Zealand,Eclairs,2/4/2021,3213,308
Ches Bonnell,India,Spicy Special Slims,2/4/2021,3255,322
Gigi Bohling,India,Raspberry Choco,2/4/2021,13398,268
Karlen McCaffrey,UK,Smooth Sliky Salty,2/4/2021,2275,188
Gunar Cockshoot,Canada,Choco Coated Almonds,2/4/2021,2779,321
Barr Faughny,USA,Smooth Sliky Salty,2/4/2021,427,129
Kelci Walkden,New Zealand,Mint Chip Choco,2/4/2021,2037,31
Kelci Walkden,USA,Fruit & Nut Bars,2/4/2021,2576,253
Kaine Padly,Canada,Spicy Special Slims,2/4/2021,3948,168
Madelene Upcott,UK,85% Dark Bars,2/4/2021,1386,413
Curtice Advani,Australia,Spicy Special Slims,2/4/2021,3724,431
Dotty Strutley,UK,Raspberry Choco,2/4/2021,2177,219
Oby Sorrel,Canada,Manuka Honey Choco,2/4/2021,6531,373
Dennison Crosswaite,UK,85% Dark Bars,2/4/2021,714,88
Husein Augar,Canada,Orange Choco,2/4/2021,616,338
Oby Sorrel,Canada,Baker's Choco Chips,2/4/2021,11144,127
Karlen McCaffrey,UK,Fruit & Nut Bars,2/4/2021,5544,175
Rafaelita Blaksland,Australia,Eclairs,2/4/2021,2611,24
Gunar Cockshoot,India,99% Dark & Pure,2/4/2021,6041,22
Andria Kimpton,India,After Nines,2/4/2021,441,545
Jan Morforth,USA,Spicy Special Slims,2/4/2021,3948,308
Karlen McCaffrey,New Zealand,99% Dark & Pure,2/4/2021,301,258
Gunar Cockshoot,UK,Almond Choco,2/4/2021,1414,148
Gunar Cockshoot,Australia,Mint Chip Choco,2/4/2021,8890,371
Rafaelita Blaksland,UK,Eclairs,2/4/2021,1372,46
Van Tuxwell,Australia,Caramel Stuffed Bars,2/4/2021,10710,595
Beverie Moffet,New Zealand,Mint Chip Choco,2/5/2021,4900,53
Gunar Cockshoot,USA,Spicy Special Slims,2/5/2021,9485,52
Husein Augar,USA,Caramel Stuffed Bars,2/5/2021,2100,227
Kelci Walkden,UK,Manuka Honey Choco,2/5/2021,2863,22
Husein Augar,Australia,85% Dark Bars,2/5/2021,6272,131
Barr Faughny,Australia,Caramel Stuffed Bars,2/5/2021,5327,16
Marney O'Breen,UK,Almond Choco,2/5/2021,644,25
Oby Sorrel,New Zealand,50% Dark Bites,2/5/2021,2191,474
Gigi Bohling,India,Almond Choco,2/5/2021,280,564
Ches Bonnell,India,Manuka Honey Choco,2/5/2021,5509,66
Gigi Bohling,USA,Organic Choco Syrup,2/5/2021,9331,374
Wilone O'Kielt,USA,Caramel Stuffed Bars,2/5/2021,16520,661
Gigi Bohling,India,Drinking Coco,2/5/2021,371,13
Gigi Bohling,Canada,After Nines,2/5/2021,3353,177
Beverie Moffet,New Zealand,Milk Bars,2/5/2021,9548,597
Van Tuxwell,USA,Mint Chip Choco,2/5/2021,1407,75
Gigi Bohling,UK,99% Dark & Pure,2/5/2021,10780,469
Roddy Speechley,UK,Almond Choco,2/5/2021,7343,272
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,2/8/2021,301,305
Oby Sorrel,UK,White Choc,2/8/2021,5068,318
Kelci Walkden,New Zealand,Organic Choco Syrup,2/8/2021,2709,39
Rafaelita Blaksland,UK,White Choc,2/8/2021,2737,40
Beverie Moffet,Canada,Drinking Coco,2/8/2021,4648,104
Jan Morforth,India,70% Dark Bites,2/8/2021,8764,262
Wilone O'Kielt,USA,Caramel Stuffed Bars,2/8/2021,5145,376
Oby Sorrel,Canada,Milk Bars,2/8/2021,1918,390
Marney O'Breen,Australia,70% Dark Bites,2/8/2021,4396,674
Ches Bonnell,Australia,Fruit & Nut Bars,2/8/2021,7420,83
Barr Faughny,New Zealand,Fruit & Nut Bars,2/8/2021,5292,500
Gigi Bohling,Canada,Smooth Sliky Salty,2/8/2021,3787,236
Beverie Moffet,UK,Organic Choco Syrup,2/8/2021,581,19
Ches Bonnell,India,Drinking Coco,2/8/2021,4900,154
Roddy Speechley,Canada,Organic Choco Syrup,2/8/2021,2639,80
Madelene Upcott,UK,White Choc,2/8/2021,7980,980
Oby Sorrel,New Zealand,70% Dark Bites,2/8/2021,2695,108
Oby Sorrel,USA,Mint Chip Choco,2/9/2021,686,261
Karlen McCaffrey,USA,Eclairs,2/9/2021,10647,185
Jan Morforth,Australia,Raspberry Choco,2/9/2021,1890,93
Rafaelita Blaksland,USA,Raspberry Choco,2/9/2021,1162,38
Ches Bonnell,UK,85% Dark Bars,2/9/2021,2296,192
Marney O'Breen,USA,70% Dark Bites,2/9/2021,15659,490
Jan Morforth,New Zealand,70% Dark Bites,2/9/2021,2100,73
Rafaelita Blaksland,Canada,Orange Choco,2/9/2021,2338,213
Andria Kimpton,USA,Organic Choco Syrup,2/10/2021,5194,29
Gigi Bohling,India,Peanut Butter Cubes,2/10/2021,4424,320
Andria Kimpton,India,70% Dark Bites,2/10/2021,2303,260
Kaine Padly,Australia,Spicy Special Slims,2/10/2021,1876,12
Marney O'Breen,New Zealand,Raspberry Choco,2/10/2021,294,700
Wilone O'Kielt,New Zealand,After Nines,2/10/2021,756,121
Madelene Upcott,India,Spicy Special Slims,2/10/2021,2359,105
Oby Sorrel,UK,Smooth Sliky Salty,2/10/2021,511,407
Kelci Walkden,New Zealand,99% Dark & Pure,2/10/2021,9051,683
Marney O'Breen,USA,99% Dark & Pure,2/10/2021,1540,101
Dotty Strutley,UK,70% Dark Bites,2/10/2021,3738,145
Kelci Walkden,UK,After Nines,2/10/2021,1232,119
Jan Morforth,New Zealand,Mint Chip Choco,2/10/2021,462,145
Oby Sorrel,UK,Caramel Stuffed Bars,2/10/2021,5229,393
Madelene Upcott,UK,Peanut Butter Cubes,2/10/2021,1841,344
Beverie Moffet,India,Milk Bars,2/10/2021,8456,910
Barr Faughny,India,Orange Choco,2/10/2021,1631,140
Wilone O'Kielt,USA,White Choc,2/10/2021,2205,265
Barr Faughny,Canada,Drinking Coco,2/10/2021,637,219
Kaine Padly,Australia,70% Dark Bites,2/10/2021,8925,5
Gunar Cockshoot,India,Baker's Choco Chips,2/10/2021,511,249
Brien Boise,UK,Spicy Special Slims,2/10/2021,1750,196
Andria Kimpton,USA,Fruit & Nut Bars,2/10/2021,4571,31
Kaine Padly,USA,Drinking Coco,2/10/2021,4536,60
Curtice Advani,Canada,Baker's Choco Chips,2/10/2021,8078,248
Curtice Advani,Canada,50% Dark Bites,2/10/2021,6097,84
Barr Faughny,India,White Choc,2/10/2021,1743,452
Gunar Cockshoot,Australia,99% Dark & Pure,2/10/2021,1575,145
Wilone O'Kielt,Canada,Manuka Honey Choco,2/10/2021,4151,35
Gunar Cockshoot,Australia,Orange Choco,2/10/2021,2016,685
Ches Bonnell,USA,Manuka Honey Choco,2/10/2021,1540,212
Dennison Crosswaite,USA,85% Dark Bars,2/10/2021,5404,250
Madelene Upcott,India,Peanut Butter Cubes,2/10/2021,5453,38
Curtice Advani,India,Spicy Special Slims,2/10/2021,287,67
Madelene Upcott,Australia,Peanut Butter Cubes,2/10/2021,15211,333
Ches Bonnell,UK,Choco Coated Almonds,2/10/2021,4025,510
Karlen McCaffrey,Australia,Raspberry Choco,2/10/2021,4949,330
Dotty Strutley,India,Eclairs,2/10/2021,18305,591
Kelci Walkden,UK,Choco Coated Almonds,2/10/2021,8225,284
Barr Faughny,Canada,After Nines,2/10/2021,3990,250
Andria Kimpton,New Zealand,Smooth Sliky Salty,2/10/2021,252,20
Jan Morforth,Australia,Organic Choco Syrup,2/10/2021,1295,48
Madelene Upcott,New Zealand,99% Dark & Pure,2/10/2021,9835,518
Gigi Bohling,Canada,Organic Choco Syrup,2/10/2021,497,21
Dennison Crosswaite,Australia,Raspberry Choco,2/10/2021,10486,656
Gigi Bohling,New Zealand,Raspberry Choco,2/10/2021,917,92
Gunar Cockshoot,Australia,Orange Choco,2/10/2021,7308,665
Mallorie Waber,New Zealand,After Nines,2/10/2021,6517,311
Van Tuxwell,Canada,70% Dark Bites,2/10/2021,2821,89
Curtice Advani,New Zealand,85% Dark Bars,2/11/2021,3213,324
Kelci Walkden,India,Organic Choco Syrup,2/11/2021,2912,413
Brien Boise,India,Eclairs,2/11/2021,3549,165
Gigi Bohling,UK,Mint Chip Choco,2/11/2021,7371,304
Marney O'Breen,New Zealand,After Nines,2/11/2021,2541,358
Ches Bonnell,UK,Eclairs,2/11/2021,3416,34
Kaine Padly,New Zealand,Drinking Coco,2/11/2021,6657,318
Wilone O'Kielt,New Zealand,Spicy Special Slims,2/11/2021,7476,840
Jan Morforth,India,Manuka Honey Choco,2/11/2021,1876,392
Andria Kimpton,Canada,Mint Chip Choco,2/11/2021,532,310
Madelene Upcott,Canada,Mint Chip Choco,2/11/2021,1960,504
Rafaelita Blaksland,India,Mint Chip Choco,2/11/2021,630,220
Madelene Upcott,New Zealand,Organic Choco Syrup,2/11/2021,10962,247
Madelene Upcott,New Zealand,Drinking Coco,2/11/2021,6797,60
Marney O'Breen,Canada,Fruit & Nut Bars,2/11/2021,4102,770
Gigi Bohling,New Zealand,Caramel Stuffed Bars,2/11/2021,6797,338
Wilone O'Kielt,USA,50% Dark Bites,2/11/2021,14483,129
Husein Augar,New Zealand,Almond Choco,2/11/2021,2611,419
Andria Kimpton,UK,70% Dark Bites,2/11/2021,3080,170
Kelci Walkden,Canada,Drinking Coco,2/11/2021,10157,60
Dotty Strutley,Canada,Baker's Choco Chips,2/11/2021,3745,136
Kaine Padly,Australia,Raspberry Choco,2/11/2021,2898,770
Dotty Strutley,USA,Manuka Honey Choco,2/11/2021,2002,478
Dotty Strutley,Australia,Raspberry Choco,2/11/2021,1638,138
Ches Bonnell,Australia,Choco Coated Almonds,2/11/2021,1652,291
Beverie Moffet,New Zealand,Peanut Butter Cubes,2/11/2021,126,510
Karlen McCaffrey,New Zealand,70% Dark Bites,2/11/2021,1288,83
Gunar Cockshoot,USA,Eclairs,2/11/2021,903,422
Marney O'Breen,USA,Peanut Butter Cubes,2/11/2021,7196,22
Husein Augar,Australia,Almond Choco,2/11/2021,2429,118
Dotty Strutley,India,White Choc,2/11/2021,5999,50
Barr Faughny,Canada,50% Dark Bites,2/11/2021,2254,103
Jehu Rudeforth,Australia,85% Dark Bars,2/11/2021,11634,700
Brien Boise,Canada,Smooth Sliky Salty,2/11/2021,5390,415
Jan Morforth,USA,White Choc,2/11/2021,9359,1050
Dennison Crosswaite,Canada,Eclairs,2/11/2021,9513,433
Camilla Castle,USA,Eclairs,2/11/2021,721,28
Brien Boise,India,Peanut Butter Cubes,2/11/2021,11879,840
Marney O'Breen,Australia,Orange Choco,2/12/2021,2611,114
Wilone O'Kielt,USA,Raspberry Choco,2/12/2021,1239,60
Karlen McCaffrey,Australia,Eclairs,2/12/2021,742,154
Gunar Cockshoot,Australia,Choco Coated Almonds,2/12/2021,12180,162
Rafaelita Blaksland,India,Raspberry Choco,2/12/2021,5551,199
Madelene Upcott,India,Mint Chip Choco,2/12/2021,4963,208
Barr Faughny,New Zealand,Peanut Butter Cubes,2/12/2021,3913,139
Gunar Cockshoot,UK,Mint Chip Choco,2/12/2021,546,144
Karlen McCaffrey,USA,Mint Chip Choco,2/12/2021,5313,215
Kaine Padly,Australia,Choco Coated Almonds,2/12/2021,686,109
Curtice Advani,Australia,White Choc,2/12/2021,2415,63
Beverie Moffet,UK,Mint Chip Choco,2/12/2021,2485,497
Andria Kimpton,Australia,Manuka Honey Choco,2/12/2021,8673,294
Gigi Bohling,India,Orange Choco,2/12/2021,1820,292
Madelene Upcott,Australia,50% Dark Bites,2/12/2021,17794,535
Dotty Strutley,Canada,Fruit & Nut Bars,2/12/2021,1036,495
Barr Faughny,UK,99% Dark & Pure,2/12/2021,6069,168
Marney O'Breen,UK,Orange Choco,2/12/2021,2072,127
Gunar Cockshoot,India,Raspberry Choco,2/12/2021,2037,63
Barr Faughny,India,99% Dark & Pure,2/12/2021,1715,212
Madelene Upcott,UK,White Choc,2/12/2021,1442,36
Kaine Padly,New Zealand,Mint Chip Choco,2/12/2021,882,17
Kelci Walkden,India,Raspberry Choco,2/12/2021,1904,337
Gigi Bohling,USA,50% Dark Bites,2/12/2021,2177,99
Curtice Advani,USA,Mint Chip Choco,2/12/2021,2317,73
Dotty Strutley,UK,Spicy Special Slims,2/12/2021,7945,93
Karlen McCaffrey,New Zealand,Manuka Honey Choco,2/12/2021,8162,409
Andria Kimpton,Canada,Peanut Butter Cubes,2/12/2021,3472,386
Kaine Padly,Canada,Choco Coated Almonds,2/12/2021,4039,156
Andria Kimpton,Australia,Fruit & Nut Bars,2/15/2021,3514,23
Beverie Moffet,Australia,85% Dark Bars,2/15/2021,1351,405
Kelci Walkden,USA,Smooth Sliky Salty,2/15/2021,6937,242
Ches Bonnell,New Zealand,Manuka Honey Choco,2/15/2021,4753,189
Curtice Advani,India,Raspberry Choco,2/15/2021,2051,321
Husein Augar,Canada,Milk Bars,2/15/2021,5768,38
Beverie Moffet,Canada,70% Dark Bites,2/15/2021,301,471
Brien Boise,Canada,Raspberry Choco,2/15/2021,182,165
Gigi Bohling,Australia,Almond Choco,2/15/2021,287,156
Gigi Bohling,UK,Orange Choco,2/15/2021,4221,389
Marney O'Breen,Australia,Caramel Stuffed Bars,2/15/2021,10087,12
Dotty Strutley,USA,99% Dark & Pure,2/15/2021,791,413
Brien Boise,USA,Manuka Honey Choco,2/15/2021,4060,64
Curtice Advani,New Zealand,Spicy Special Slims,2/15/2021,1519,14
Beverie Moffet,Canada,Smooth Sliky Salty,2/15/2021,4046,481
Dennison Crosswaite,USA,Caramel Stuffed Bars,2/15/2021,14315,410
Kelci Walkden,USA,Organic Choco Syrup,2/15/2021,5012,155
Karlen McCaffrey,India,Drinking Coco,2/15/2021,406,366
Kelci Walkden,Australia,70% Dark Bites,2/15/2021,7826,272
Kelci Walkden,Australia,85% Dark Bars,2/15/2021,8099,272
Jan Morforth,USA,Mint Chip Choco,2/15/2021,784,1120
Curtice Advani,USA,Drinking Coco,2/15/2021,3745,54
Andria Kimpton,Australia,70% Dark Bites,2/15/2021,2296,205
Dennison Crosswaite,Australia,After Nines,2/15/2021,7763,123
Andria Kimpton,Canada,Orange Choco,2/15/2021,4900,50
Rafaelita Blaksland,UK,Orange Choco,2/15/2021,1743,601
Gigi Bohling,India,Smooth Sliky Salty,2/15/2021,4011,5
Ches Bonnell,UK,Organic Choco Syrup,2/15/2021,4347,258
Rafaelita Blaksland,USA,Mint Chip Choco,2/15/2021,1351,980
Dennison Crosswaite,UK,70% Dark Bites,2/15/2021,7140,368
Kaine Padly,UK,99% Dark & Pure,2/15/2021,14875,484
Wilone O'Kielt,Canada,White Choc,2/15/2021,2289,124
Kelci Walkden,India,Orange Choco,2/15/2021,4466,62
Rafaelita Blaksland,UK,Drinking Coco,2/15/2021,3661,171
Andria Kimpton,UK,50% Dark Bites,2/15/2021,2912,104
Jan Morforth,New Zealand,Drinking Coco,2/15/2021,6216,201
Beverie Moffet,Australia,Organic Choco Syrup,2/15/2021,4641,146
Roddy Speechley,UK,Raspberry Choco,2/15/2021,4683,391
Dennison Crosswaite,UK,50% Dark Bites,2/15/2021,5159,185
Van Tuxwell,UK,Almond Choco,2/15/2021,203,8
Camilla Castle,New Zealand,Drinking Coco,2/15/2021,357,15
Husein Augar,Australia,Spicy Special Slims,2/16/2021,322,59
Andria Kimpton,Canada,Baker's Choco Chips,2/16/2021,1323,85
Dennison Crosswaite,India,Smooth Sliky Salty,2/16/2021,14147,235
Madelene Upcott,USA,Baker's Choco Chips,2/16/2021,3570,152
Marney O'Breen,Canada,After Nines,2/16/2021,4347,232
Dennison Crosswaite,USA,White Choc,2/16/2021,2786,123
Rafaelita Blaksland,Australia,Spicy Special Slims,2/16/2021,5005,279
Gunar Cockshoot,New Zealand,Drinking Coco,2/16/2021,1463,63
Husein Augar,Australia,After Nines,2/16/2021,1757,535
Dennison Crosswaite,Australia,Baker's Choco Chips,2/16/2021,700,25
Curtice Advani,Australia,Milk Bars,2/16/2021,10220,445
Jan Morforth,Australia,70% Dark Bites,2/16/2021,5824,233
Andria Kimpton,India,Almond Choco,2/16/2021,6461,259
Wilone O'Kielt,India,Eclairs,2/17/2021,1932,21
Brien Boise,Australia,Drinking Coco,2/17/2021,11186,255
Oby Sorrel,UK,Fruit & Nut Bars,2/17/2021,1085,79
Jan Morforth,UK,Raspberry Choco,2/17/2021,8358,112
Oby Sorrel,Canada,99% Dark & Pure,2/17/2021,1260,279
Dotty Strutley,Australia,Baker's Choco Chips,2/17/2021,4032,300
Curtice Advani,Canada,70% Dark Bites,2/17/2021,1148,63
Barr Faughny,UK,Baker's Choco Chips,2/17/2021,7924,96
Karlen McCaffrey,Australia,Baker's Choco Chips,2/17/2021,525,209
